claim_id,accident_year,line_of_business,risk_class,exposure,previous_claims,deductible,coverage_limit,development_month,claim_amount,reported_amount,paid_amount,reserve
CLM-00765,2024,cyber,D,3363000.0,7,50000,5000000.0,32,171276.0,175844.0,105014.0,70830.0
CLM-00766,2023,property,A,3104000.0,2,25000,2000000.0,1,122342.0,136244.0,6066.0,130178.0
CLM-00767,2018,property,A,713000.0,2,250000,2000000.0,43,72675.0,77806.0,56891.0,20915.0
CLM-00768,2019,general_liability,A,1570000.0,0,25000,1000000.0,15,121032.0,109063.0,33292.0,75771.0
CLM-00769,2019,auto,A,1192000.0,2,50000,2000000.0,24,34445.0,32772.0,16190.0,16582.0
CLM-00770,2019,auto,B,4346000.0,1,100000,2000000.0,12,247885.0,239083.0,717249.0,177299.0
CLM-00771,2020,property,A,890000.0,0,25000,1000000.0,28,10769.0,11583.0,5703.0,5880.0
CLM-00772,2022,property,B,5237000.0,3,100000,1000000.0,23,29600.0,30409.0,13436.0,16973.0
CLM-00773,2023,property,B,1960000.0,3,25000,2000000.0,12,27091.0,29444.0,5912.0,23532.0
CLM-00774,2024,general_liability,C,996000.0,0,50000,2000000.0,54,76759.0,78925.0,72630.0,6295.0
CLM-00775,2022,property,A,1332000.0,1,50000,5000000.0,46,129955.0,127596.0,110579.0,17017.0
CLM-00776,2020,auto,C,1236000.0,4,50000,1000000.0,24,64355.0,59587.0,30311.0,29276.0
CLM-00777,2019,property,B,931000.0,0,50000,2000000.0,4,34346.0,32651.0,2471.0,30180.0
CLM-00778,2020,general_liability,A,2117000.0,2,250000,1000000.0,51,44100.0,44109.0,40958.0,3151.0
CLM-00779,2023,general_liability,C,957000.0,2,50000,2000000.0,42,148107.0,153715.0,114770.0,38945.0
CLM-00780,2024,general_liability,C,541000.0,2,50000,2000000.0,34,49895.0,56614.0,33655.0,22959.0
CLM-00781,2020,cyber,A,1593000.0,2,100000,5000000.0,37,30868.0,29631.0,22893.0,6738.0
CLM-00782,2019,property,D,678000.0,3,100000,2000000.0,1,37165.0,39637.0,1816.0,37821.0
CLM-00783,2018,general_liability,B,1274000.0,1,25000,2000000.0,29,36943.0,34658.0,22294.0,12364.0
CLM-00784,2018,auto,B,1159000.0,0,250000,1000000.0,12,160771.0,173382.0,36933.0,136449.0
CLM-00785,2022,property,D,1186000.0,1,25000,2000000.0,40,132669.0,119778.0,105095.0,14683.0
CLM-00786,2022,cyber,B,6644000.0,6,50000,2000000.0,56,71589.0,76169.0,61048.0,15121.0
CLM-00787,2022,business_interruption,C,2069000.0,4,50000,5000000.0,32,382861.0,360197.0,251607.0,108590.0
CLM-00788,2018,auto,A,2317000.0,1,100000,2000000.0,37,29867.0,28227.0,21695.0,6532.0
CLM-00789,2021,business_interruption,C,689000.0,2,25000,5000000.0,41,292425.0,304042.0,228099.0,75943.0
CLM-00790,2019,general_liability,B,1351000.0,1,25000,2000000.0,56,221813.0,220449.0,202991.0,17458.0
CLM-00791,2020,general_liability,A,2276000.0,1,100000,1000000.0,3,52952.0,53896.0,3189.0,50707.0
CLM-00792,2022,property,B,1082000.0,4,25000,2000000.0,19,19578.0,19132.0,7556.0,11576.0
CLM-00793,2019,property,A,3449000.0,1,50000,1000000.0,17,438538.0,499217.0,150840.0,348377.0
CLM-00794,2022,property,A,972000.0,0,100000,2000000.0,43,53241.0,51786.0,44194.0,7592.0
CLM-00795,2020,general_liability,A,1684000.0,2,50000,5000000.0,27,37795.0,39137.0,19254.0,19883.0
CLM-00796,2021,general_liability,A,1407000.0,2,25000,5000000.0,47,114349.0,127338.0,111052.0,16286.0
CLM-00797,2021,property,A,2207000.0,0,50000,2000000.0,29,86778.0,92509.0,49552.0,42957.0
CLM-00798,2020,auto,A,1362000.0,0,250000,1000000.0,59,133015.0,130447.0,123910.0,6537.0
CLM-00799,2018,property,C,1700000.0,3,50000,5000000.0,47,60942.0,63264.0,56077.0,7187.0
CLM-00800,2022,general_liability,C,1736000.0,3,25000,1000000.0,2,148101.0,136364.0,6994.0,129370.0
CLM-00801,2024,property,C,1287000.0,3,25000,2000000.0,60,35487.0,36779.0,33960.0,2819.0
CLM-00802,2022,auto,A,2676000.0,0,50000,5000000.0,58,88160.0,88852.0,82251.0,6601.0
CLM-00803,2023,general_liability,C,2308000.0,2,250000,2000000.0,3,107966.0,117627.0,6622.0,111005.0
CLM-00804,2023,auto,B,1896000.0,2,50000,1000000.0,24,95223.0,105886.0,46610.0,59276.0
CLM-00805,2018,property,A,1545000.0,1,25000,2000000.0,59,40062.0,38055.0,36710.0,1345.0
CLM-00806,2023,general_liability,A,3225000.0,0,50000,5000000.0,51,40456.0,37235.0,35410.0,1825.0
CLM-00807,2019,business_interruption,B,1736000.0,1,25000,1000000.0,29,30565.0,30493.0,17294.0,13199.0
CLM-00808,2022,property,A,1664000.0,0,25000,5000000.0,33,87538.0,90474.0,56759.0,33715.0
CLM-00809,2024,general_liability,B,2130000.0,1,250000,2000000.0,2,268578.0,267020.0,12469.0,254551.0
CLM-00810,2024,property,D,5535000.0,4,100000,2000000.0,34,138400.0,146308.0,96424.0,49884.0
CLM-00811,2020,property,A,895000.0,3,25000,1000000.0,40,77002.0,79036.0,55438.0,23598.0
CLM-00812,2023,general_liability,A,3174000.0,0,50000,5000000.0,22,74522.0,84520.0,30505.0,54015.0
CLM-00813,2022,property,D,642000.0,3,25000,2000000.0,19,123949.0,124240.0,48075.0,76165.0
CLM-00814,2018,general_liability,B,2278000.0,1,25000,5000000.0,50,18088.0,16652.0,17924.0,0.0
CLM-00815,2019,business_interruption,A,5146000.0,2,50000,2000000.0,27,20728.0,20220.0,10655.0,9565.0
CLM-00816,2024,property,C,2681000.0,0,50000,1000000.0,16,48281.0,50766.0,14145.0,36621.0
CLM-00817,2024,property,C,2216000.0,3,100000,2000000.0,23,17239.0,16619.0,7542.0,9077.0
CLM-00818,2024,cyber,B,1429000.0,2,100000,2000000.0,30,244655.0,236642.0,140436.0,96206.0
CLM-00819,2020,general_liability,B,2038000.0,1,25000,2000000.0,16,96766.0,95304.0,29931.0,65373.0
CLM-00820,2020,cyber,A,1719000.0,0,250000,5000000.0,34,42176.0,45826.0,26623.0,19203.0
CLM-00821,2023,general_liability,A,1248000.0,1,50000,10000000.0,52,6035.0,6850.0,5413.0,1437.0
CLM-00822,2018,auto,B,1681000.0,0,25000,5000000.0,45,11843.0,11696.0,10529.0,1167.0
CLM-00823,2024,business_interruption,A,2253000.0,0,100000,2000000.0,14,46263.0,43898.0,12728.0,31170.0
CLM-00824,2022,property,B,1262000.0,0,25000,2000000.0,29,335288.0,337018.0,192303.0,144715.0
CLM-00825,2022,cyber,C,1233000.0,2,50000,5000000.0,33,50247.0,49642.0,31318.0,18324.0
CLM-00826,2021,auto,A,884000.0,3,100000,2000000.0,41,101491.0,116462.0,78062.0,38400.0
CLM-00827,2024,cyber,B,2528000.0,1,25000,5000000.0,46,47623.0,48383.0,41199.0,7184.0
CLM-00828,2023,property,A,2774000.0,2,100000,5000000.0,30,60230.0,64435.0,37368.0,27067.0
CLM-00829,2018,general_liability,C,2298000.0,3,25000,2000000.0,19,355883.0,401595.0,128092.0,273503.0
CLM-00830,2021,property,A,3569000.0,1,100000,10000000.0,40,41268.0,43631.0,32358.0,11273.0
CLM-00831,2024,business_interruption,B,2108000.0,4,25000,5000000.0,8,47881.0,46078.0,7409.0,38669.0
CLM-00832,2018,property,B,2530000.0,1,25000,2000000.0,41,262879.0,276510.0,220373.0,56137.0
CLM-00833,2023,property,B,2400000.0,0,50000,10000000.0,54,69633.0,69666.0,63043.0,6623.0
CLM-00834,2019,cyber,B,1893000.0,1,100000,1000000.0,43,182181.0,183199.0,149351.0,33848.0
CLM-00835,2021,general_liability,C,1454000.0,1,25000,1000000.0,27,48922.0,56007.0,26870.0,29137.0
CLM-00836,2024,auto,B,7551000.0,2,100000,2000000.0,50,370481.0,359236.0,323854.0,35382.0
CLM-00837,2021,property,C,1525000.0,3,25000,2000000.0,32,137708.0,140081.0,86218.0,53863.0
CLM-00838,2018,auto,D,1341000.0,3,50000,2000000.0,33,218774.0,205640.0,136868.0,68772.0
CLM-00839,2018,property,B,2595000.0,2,50000,10000000.0,52,90039.0,85054.0,89847.0,0.0
CLM-00840,2023,general_liability,B,2326000.0,1,25000,2000000.0,12,45581.0,47900.0,10919.0,36981.0
CLM-00841,2024,general_liability,A,861000.0,1,250000,2000000.0,47,39427.0,42887.0,32876.0,10011.0
CLM-00842,2020,general_liability,C,3923000.0,2,50000,5000000.0,41,84501.0,89496.0,70440.0,19056.0
CLM-00843,2024,property,B,1890000.0,2,50000,1000000.0,32,175232.0,172134.0,111620.0,60514.0
CLM-00844,2021,property,B,1027000.0,2,50000,5000000.0,5,52841.0,48344.0,5142.0,43202.0
CLM-00845,2018,auto,A,4081000.0,1,50000,2000000.0,46,15152.0,15418.0,12857.0,2561.0
CLM-00846,2021,property,C,2911000.0,1,50000,10000000.0,14,23784.0,24404.0,6052.0,18352.0
CLM-00847,2024,property,B,937000.0,1,100000,5000000.0,54,12098.0,13219.0,11424.0,1795.0
CLM-00848,2019,general_liability,B,5809000.0,2,50000,1000000.0,48,170614.0,180863.0,156281.0,24582.0
CLM-00849,2024,general_liability,A,2970000.0,0,50000,1000000.0,22,17622.0,19698.0,7909.0,11789.0
CLM-00850,2022,auto,D,1988000.0,3,50000,1000000.0,27,213842.0,234316.0,106977.0,127339.0
CLM-00851,2020,general_liability,A,5193000.0,0,50000,10000000.0,2,64594.0,64043.0,3054.0,60989.0
CLM-00852,2022,cyber,A,2201000.0,1,50000,5000000.0,30,47104.0,49839.0,26123.0,23716.0
CLM-00853,2020,auto,C,1967000.0,5,50000,2000000.0,4,199750.0,217093.0,15738.0,201355.0
CLM-00854,2018,cyber,D,1346000.0,5,50000,1000000.0,60,200363.0,228258.0,171762.0,56496.0
CLM-00855,2024,auto,A,2836000.0,0,100000,5000000.0,39,4285.0,4309.0,3164.0,1145.0
CLM-00856,2020,property,B,2662000.0,2,250000,1000000.0,15,60152.0,63886.0,16465.0,47421.0
CLM-00857,2021,business_interruption,C,2018000.0,3,250000,5000000.0,49,169270.0,168960.0,159264.0,9696.0
CLM-00858,2023,cyber,C,1245000.0,1,100000,5000000.0,2,381616.0,413846.0,17125.0,396721.0
CLM-00859,2018,auto,B,2162000.0,0,50000,2000000.0,33,297064.0,335088.0,197232.0,137856.0
CLM-00860,2023,property,B,1918000.0,1,100000,2000000.0,7,20073.0,22679.0,2539.0,20140.0
CLM-00861,2020,property,C,899000.0,2,25000,1000000.0,4,63561.0,59701.0,4944.0,54757.0
CLM-00862,2021,auto,C,827000.0,7,50000,2000000.0,15,31074.0,29552.0,9119.0,20433.0
CLM-00863,2021,general_liability,C,2807000.0,2,25000,10000000.0,18,454547.0,494880.0,145452.0,349428.0
CLM-00864,2023,auto,B,420000.0,2,25000,5000000.0,44,126226.0,133516.0,98976.0,34540.0
CLM-00865,2019,general_liability,A,2262000.0,0,250000,5000000.0,54,63622.0,71656.0,57020.0,14636.0
CLM-00866,2018,general_liability,D,1501000.0,4,100000,2000000.0,47,191405.0,187280.0,176427.0,10853.0
CLM-00867,2020,property,C,4385000.0,1,50000,1000000.0,45,413845.0,460198.0,385805.0,74393.0
CLM-00868,2018,property,C,1487000.0,4,25000,5000000.0,34,344729.0,369185.0,210881.0,158304.0
CLM-00869,2019,property,A,2971000.0,1,50000,2000000.0,23,152603.0,144800.0,69866.0,74934.0
CLM-00870,2022,cyber,A,1576000.0,2,50000,1000000.0,16,75047.0,69916.0,23863.0,46053.0
CLM-00871,2023,auto,C,2141000.0,2,100000,2000000.0,57,78995.0,84973.0,75079.0,9894.0
CLM-00872,2022,business_interruption,A,3112000.0,0,250000,5000000.0,32,100244.0,94191.0,61979.0,32212.0
CLM-00873,2020,auto,D,1515000.0,4,50000,5000000.0,34,344353.0,378300.0,242703.0,135597.0
CLM-00874,2023,cyber,B,3637000.0,3,25000,1000000.0,1,79407.0,82526.0,3674.0,78852.0
CLM-00875,2020,general_liability,C,1102000.0,1,25000,5000000.0,28,61654.0,62839.0,35092.0,27747.0
CLM-00876,2019,cyber,C,2387000.0,4,25000,2000000.0,41,361719.0,350463.0,274790.0,75673.0
CLM-00877,2023,business_interruption,B,3479000.0,3,50000,2000000.0,30,416867.0,477713.0,252972.0,224741.0
CLM-00878,2021,auto,A,2972000.0,0,25000,1000000.0,37,25311.0,27350.0,19500.0,7850.0
CLM-00879,2020,property,B,6316000.0,0,25000,5000000.0,49,67162.0,73510.0,66256.0,7254.0
CLM-00880,2022,auto,B,1265000.0,0,25000,2000000.0,2,78099.0,85298.0,3497.0,81801.0
CLM-00881,2023,property,B,874000.0,2,25000,2000000.0,55,94410.0,98753.0,92231.0,6522.0
CLM-00882,2019,property,B,1101000.0,2,100000,1000000.0,50,40338.0,45781.0,34864.0,10917.0
CLM-00883,2018,auto,D,2973000.0,2,25000,5000000.0,26,907721.0,949436.0,467912.0,481524.0
CLM-00884,2021,cyber,B,2696000.0,1,100000,5000000.0,46,108984.0,112255.0,94137.0,18118.0
CLM-00885,2018,property,A,2127000.0,2,25000,2000000.0,4,86513.0,83782.0,6840.0,76942.0
CLM-00886,2022,property,B,1020000.0,0,25000,10000000.0,19,262781.0,255012.0,94847.0,160165.0
CLM-00887,2021,cyber,B,3169000.0,3,25000,1000000.0,7,60799.0,65920.0,7549.0,58371.0
CLM-00888,2019,property,A,959000.0,0,100000,1000000.0,39,34582.0,34018.0,24858.0,9160.0
CLM-00889,2022,property,A,4009000.0,2,25000,2000000.0,52,20339.0,22010.0,17417.0,4593.0
CLM-00890,2020,auto,B,11107000.0,2,50000,5000000.0,37,98510.0,112122.0,69411.0,42711.0
CLM-00891,2020,cyber,A,2492000.0,0,25000,2000000.0,43,12449.0,12571.0,10885.0,1686.0
CLM-00892,2019,general_liability,D,2838000.0,3,250000,2000000.0,9,349749.0,323284.0,63001.0,260283.0
CLM-00893,2022,general_liability,A,1488000.0,0,25000,2000000.0,57,60991.0,65055.0,59060.0,5995.0
CLM-00894,2024,general_liability,A,675000.0,2,50000,2000000.0,12,31367.0,28305.0,7615.0,20690.0
CLM-00895,2022,property,C,1393000.0,2,100000,5000000.0,32,88753.0,97340.0,53594.0,43746.0
CLM-00896,2019,cyber,C,1038000.0,2,25000,10000000.0,41,179113.0,184740.0,141656.0,43084.0
CLM-00897,2023,cyber,A,839000.0,2,25000,2000000.0,52,15291.0,15634.0,14164.0,1470.0
CLM-00898,2018,general_liability,A,5621000.0,2,100000,5000000.0,57,82167.0,85648.0,71237.0,14411.0
CLM-00899,2020,property,A,2356000.0,1,25000,2000000.0,36,95314.0,98088.0,67176.0,30912.0
CLM-00900,2018,property,B,2512000.0,2,25000,2000000.0,35,15952.0,15648.0,11143.0,4505.0
CLM-00901,2023,property,B,1662000.0,1,50000,2000000.0,26,122343.0,118719.0,62402.0,56317.0
CLM-00902,2018,property,A,1803000.0,2,25000,10000000.0,35,11405.0,11449.0,7999.0,3450.0
CLM-00903,2021,property,A,3568000.0,3,250000,1000000.0,41,59474.0,66833.0,44087.0,22746.0
CLM-00904,2019,cyber,B,1962000.0,1,50000,5000000.0,39,24163.0,22564.0,18930.0,3634.0
CLM-00905,2019,property,D,2750000.0,4,50000,1000000.0,36,695338.0,682259.0,459560.0,222699.0
CLM-00906,2022,auto,B,1778000.0,1,25000,5000000.0,27,23709.0,22478.0,13090.0,9388.0
CLM-00907,2023,general_liability,B,1629000.0,0,50000,1000000.0,12,13738.0,13831.0,3046.0,10785.0
CLM-00908,2018,cyber,A,860000.0,1,50000,10000000.0,4,44509.0,41544.0,3426.0,38118.0
CLM-00909,2019,business_interruption,A,610000.0,2,25000,5000000.0,26,27044.0,29483.0,13522.0,15961.0
CLM-00910,2020,general_liability,A,1710000.0,3,100000,1000000.0,24,14202.0,13149.0,6322.0,6827.0
CLM-00911,2024,property,C,2069000.0,1,50000,5000000.0,37,158916.0,169455.0,110769.0,58686.0
CLM-00912,2018,auto,C,924000.0,3,100000,5000000.0,55,15820.0,15297.0,13887.0,1410.0
CLM-00913,2019,property,D,1959000.0,3,25000,2000000.0,43,63999.0,65154.0,53635.0,11519.0
CLM-00914,2020,property,D,2066000.0,5,25000,2000000.0,49,115248.0,109485.0,113744.0,0.0
CLM-00915,2020,property,D,549000.0,3,100000,5000000.0,35,243584.0,263693.0,159406.0,104287.0
CLM-00916,2018,cyber,D,1155000.0,1,100000,5000000.0,56,389679.0,443092.0,360924.0,82168.0
CLM-00917,2021,property,A,2554000.0,3,50000,2000000.0,57,164070.0,156758.0,160671.0,0.0
CLM-00918,2022,general_liability,A,2523000.0,3,25000,5000000.0,10,52815.0,60119.0,10099.0,50020.0
CLM-00919,2019,general_liability,A,1001000.0,0,100000,2000000.0,39,4259.0,4179.0,3373.0,806.0
CLM-00920,2022,auto,B,2199000.0,3,25000,1000000.0,31,118172.0,122835.0,69982.0,52853.0
CLM-00921,2018,property,A,3694000.0,0,50000,2000000.0,59,197072.0,211931.0,180525.0,31406.0
CLM-00922,2023,cyber,C,3188000.0,2,50000,1000000.0,36,362722.0,344520.0,237652.0,106868.0
CLM-00923,2019,auto,B,1889000.0,1,25000,2000000.0,1,103445.0,104603.0,4493.0,100110.0
CLM-00924,2019,general_liability,B,1510000.0,0,25000,2000000.0,13,20406.0,18711.0,5205.0,13506.0
CLM-00925,2019,general_liability,A,1371000.0,1,25000,2000000.0,8,27646.0,29699.0,4488.0,25211.0
CLM-00926,2024,cyber,A,2648000.0,0,250000,1000000.0,13,275134.0,276277.0,828831.0,211425.0
CLM-00927,2021,cyber,A,2248000.0,0,50000,5000000.0,6,12947.0,14538.0,1597.0,12941.0
CLM-00928,2022,general_liability,C,2918000.0,2,50000,2000000.0,47,41598.0,40288.0,36814.0,3474.0
CLM-00929,2019,general_liability,B,2165000.0,2,250000,5000000.0,30,178534.0,201904.0,101964.0,99940.0
CLM-00930,2018,property,C,3269000.0,3,50000,2000000.0,41,88363.0,82642.0,74282.0,8360.0
CLM-00931,2018,property,A,2117000.0,1,50000,2000000.0,60,17070.0,17953.0,16804.0,1149.0
CLM-00932,2021,property,B,3203000.0,3,50000,2000000.0,39,361251.0,352925.0,272597.0,80328.0
CLM-00933,2020,property,B,3372000.0,1,50000,5000000.0,29,119367.0,112855.0,338565.0,48561.0
CLM-00934,2023,property,C,1234000.0,2,50000,1000000.0,17,66841.0,61727.0,20732.0,40995.0
CLM-00935,2023,cyber,C,676000.0,2,250000,1000000.0,46,28913.0,30761.0,24681.0,6080.0
CLM-00936,2020,cyber,A,5049000.0,0,100000,5000000.0,31,358110.0,343174.0,223669.0,119505.0
CLM-00937,2021,cyber,D,2333000.0,4,50000,5000000.0,46,180036.0,187814.0,155055.0,32759.0
CLM-00938,2020,auto,A,715000.0,0,50000,5000000.0,2,122377.0,140104.0,5839.0,134265.0
CLM-00939,2022,auto,C,1303000.0,3,100000,1000000.0,10,231323.0,226463.0,42375.0,184088.0
CLM-00940,2022,property,A,3178000.0,2,25000,1000000.0,8,37100.0,33714.0,5700.0,28014.0
CLM-00941,2022,auto,A,1691000.0,0,100000,2000000.0,41,27196.0,25447.0,20972.0,4475.0
CLM-00942,2018,property,C,1471000.0,4,25000,5000000.0,32,424769.0,394963.0,262094.0,132869.0
CLM-00943,2020,general_liability,A,4635000.0,0,100000,2000000.0,20,207069.0,210345.0,80713.0,129632.0
CLM-00944,2024,business_interruption,B,1067000.0,1,100000,1000000.0,19,10917.0,11858.0,4315.0,7543.0
CLM-00945,2020,cyber,B,1239000.0,1,50000,1000000.0,37,100661.0,98055.0,76428.0,21627.0
CLM-00946,2019,property,A,2270000.0,0,25000,2000000.0,58,41647.0,39001.0,39747.0,0.0
CLM-00947,2019,auto,C,2528000.0,3,100000,5000000.0,60,48194.0,51095.0,42076.0,9019.0
CLM-00948,2018,property,C,2694000.0,6,50000,1000000.0,29,199678.0,194745.0,119174.0,75571.0
CLM-00949,2023,property,C,3455000.0,2,50000,1000000.0,41,36187.0,37772.0,30412.0,7360.0
CLM-00950,2018,property,A,2253000.0,0,50000,2000000.0,6,30467.0,34533.0,3744.0,30789.0
CLM-00951,2022,property,B,2683000.0,1,50000,1000000.0,57,36288.0,35302.0,33452.0,1850.0
CLM-00952,2020,auto,A,1712000.0,2,50000,2000000.0,2,32394.0,33305.0,1418.0,31887.0
CLM-00953,2018,general_liability,A,2077000.0,1,25000,1000000.0,21,46144.0,50837.0,19444.0,31393.0
CLM-00954,2024,property,A,2133000.0,2,50000,5000000.0,44,21515.0,23084.0,17913.0,5171.0
CLM-00955,2023,business_interruption,D,2276000.0,1,100000,5000000.0,59,592791.0,644879.0,534511.0,4742328.0
CLM-00956,2023,general_liability,C,3179000.0,3,25000,10000000.0,11,201638.0,220419.0,41986.0,178433.0
CLM-00957,2024,general_liability,C,2791000.0,3,50000,10000000.0,40,629599.0,651622.0,489965.0,161657.0
CLM-00958,2024,general_liability,B,2054000.0,2,50000,2000000.0,12,65317.0,67539.0,14697.0,52842.0
CLM-00959,2022,general_liability,B,1231000.0,2,100000,1000000.0,4,40505.0,43734.0,3218.0,40516.0
CLM-00960,2021,general_liability,B,2083000.0,2,50000,2000000.0,26,368486.0,395906.0,189050.0,2947888.0
CLM-00961,2022,auto,B,1967000.0,1,100000,5000000.0,35,40946.0,43710.0,27657.0,16053.0
CLM-00962,2021,cyber,B,2246000.0,1,25000,1000000.0,16,60655.0,60384.0,17349.0,43035.0
CLM-00963,2019,general_liability,A,7516000.0,2,50000,2000000.0,59,140566.0,155626.0,139228.0,16398.0
CLM-00964,2020,general_liability,A,1461000.0,1,250000,2000000.0,37,14794.0,14188.0,10397.0,3791.0
CLM-00965,2021,property,D,2577000.0,3,100000,1000000.0,27,330365.0,310191.0,170484.0,139707.0
CLM-00966,2018,cyber,B,3797000.0,2,50000,5000000.0,30,148701.0,146662.0,85355.0,61307.0
CLM-00967,2023,general_liability,D,2121000.0,2,50000,5000000.0,28,479978.0,462439.0,253320.0,209119.0
CLM-00968,2024,property,A,8132000.0,1,50000,2000000.0,7,154218.0,164365.0,21392.0,142973.0
CLM-00969,2020,business_interruption,B,1594000.0,2,25000,10000000.0,37,228131.0,218493.0,149840.0,68653.0
CLM-00970,2021,auto,A,2429000.0,3,100000,1000000.0,48,54373.0,57860.0,53341.0,4519.0
CLM-00971,2023,property,A,1238000.0,1,100000,1000000.0,26,19893.0,20456.0,9325.0,11131.0
CLM-00972,2021,property,A,1620000.0,2,50000,2000000.0,26,334611.0,313903.0,181240.0,132663.0
CLM-00973,2022,general_liability,A,2322000.0,2,25000,5000000.0,55,13873.0,13382.0,13099.0,283.0
CLM-00974,2021,business_interruption,D,3323000.0,6,50000,2000000.0,37,65348.0,67337.0,43317.0,24020.0
CLM-00975,2019,general_liability,A,2422000.0,2,25000,1000000.0,18,92124.0,99796.0,32279.0,67517.0
CLM-00976,2023,property,B,4257000.0,0,100000,10000000.0,1,332954.0,332808.0,14978.0,317830.0
CLM-00977,2019,auto,B,1889000.0,1,50000,2000000.0,50,80881.0,77501.0,80311.0,0.0
CLM-00978,2019,general_liability,B,1639000.0,1,25000,2000000.0,38,161785.0,157541.0,123382.0,34159.0
CLM-00979,2022,property,B,10130000.0,3,50000,5000000.0,38,20207.0,18667.0,14814.0,3853.0
CLM-00980,2022,cyber,A,2534000.0,3,250000,10000000.0,17,38715.0,35087.0,12539.0,22548.0
CLM-00981,2024,property,D,1299000.0,3,25000,5000000.0,12,27173.0,31066.0,6789.0,24277.0
CLM-00982,2022,cyber,C,1319000.0,2,50000,10000000.0,30,193439.0,178757.0,114867.0,63890.0
CLM-00983,2018,cyber,C,1136000.0,2,50000,1000000.0,46,22937.0,21359.0,20379.0,980.0
CLM-00984,2023,property,B,3508000.0,2,25000,5000000.0,18,27306.0,30521.0,9315.0,21206.0
CLM-00985,2020,auto,A,1607000.0,0,50000,5000000.0,32,67666.0,72124.0,40540.0,31584.0
CLM-00986,2018,cyber,D,2159000.0,3,50000,2000000.0,60,433299.0,437207.0,414153.0,23054.0
CLM-00987,2022,auto,A,1925000.0,0,25000,2000000.0,14,38630.0,41035.0,10571.0,30464.0
CLM-00988,2019,auto,A,3102000.0,0,25000,10000000.0,14,83893.0,95113.0,23912.0,71201.0
CLM-00989,2020,property,A,1203000.0,2,100000,1000000.0,15,75459.0,69788.0,22002.0,47786.0
CLM-00990,2021,property,C,1049000.0,3,50000,2000000.0,55,80758.0,77603.0,232809.0,1905.0
CLM-00991,2018,auto,B,2288000.0,3,50000,5000000.0,32,31345.0,34952.0,19258.0,15694.0
CLM-00992,2023,property,C,2868000.0,1,50000,10000000.0,56,178606.0,195602.0,172246.0,23356.0
CLM-00993,2021,property,C,2442000.0,2,100000,10000000.0,57,194099.0,222935.0,177067.0,45868.0
CLM-00994,2024,general_liability,A,1231000.0,0,100000,5000000.0,26,89117.0,87199.0,47200.0,39999.0
CLM-00995,2021,property,D,3003000.0,3,100000,1000000.0,4,239640.0,272284.0,17954.0,254330.0
CLM-00996,2022,cyber,B,1280000.0,2,50000,10000000.0,19,23416.0,23086.0,8841.0,14245.0
CLM-00997,2023,cyber,B,1463000.0,3,50000,2000000.0,33,139743.0,150751.0,94531.0,56220.0
CLM-00998,2019,cyber,A,1135000.0,1,50000,5000000.0,23,42258.0,47358.0,19547.0,27811.0
CLM-00999,2024,property,D,4366000.0,4,50000,2000000.0,1,139404.0,131416.0,6283.0,125133.0
CLM-01000,2019,general_liability,A,2925000.0,0,50000,5000000.0,60,37960.0,36116.0,36288.0,0.0
CLM-01001,2024,cyber,A,2875000.0,0,25000,2000000.0,19,26474.0,27672.0,9233.0,18439.0
CLM-01002,2022,general_liability,B,4227000.0,1,50000,5000000.0,38,185621.0,206217.0,126190.0,80027.0
CLM-01003,2021,auto,A,10813000.0,1,50000,1000000.0,57,20744.0,19079.0,20095.0,0.0
CLM-01004,2019,auto,A,717000.0,1,25000,1000000.0,33,15426.0,17165.0,10300.0,6865.0
CLM-01005,2021,general_liability,B,1284000.0,0,25000,2000000.0,42,42520.0,41915.0,31752.0,10163.0
CLM-01006,2021,property,B,1382000.0,1,100000,1000000.0,3,269518.0,269938.0,16713.0,253225.0
CLM-01007,2024,auto,D,1200000.0,1,50000,5000000.0,42,316654.0,311893.0,254043.0,57850.0
CLM-01008,2023,property,A,1048000.0,2,100000,2000000.0,51,10261.0,11573.0,10115.0,1458.0
CLM-01009,2021,cyber,C,1671000.0,2,50000,2000000.0,56,343073.0,319984.0,332172.0,0.0
CLM-01010,2020,auto,B,964000.0,4,100000,1000000.0,6,246827.0,257581.0,30394.0,227187.0
CLM-01011,2020,property,B,2445000.0,2,100000,1000000.0,14,27393.0,25668.0,7790.0,17878.0
CLM-01012,2020,auto,B,2063000.0,1,25000,5000000.0,3,7207.0,8159.0,24477.0,7710.0
CLM-01013,2018,general_liability,B,2669000.0,1,250000,2000000.0,56,69672.0,76603.0,65796.0,10807.0
CLM-01014,2018,property,D,2712000.0,0,25000,1000000.0,17,381069.0,365237.0,119318.0,245919.0
CLM-01015,2023,business_interruption,A,2872000.0,0,50000,1000000.0,32,206286.0,201014.0,124932.0,76082.0
CLM-01016,2019,auto,A,1599000.0,1,100000,1000000.0,29,21052.0,20955.0,12246.0,8709.0
CLM-01017,2020,auto,B,7141000.0,0,50000,5000000.0,42,424801.0,425376.0,324698.0,100678.0
CLM-01018,2022,cyber,C,2302000.0,4,50000,1000000.0,54,17404.0,19220.0,17221.0,1999.0
CLM-01019,2022,general_liability,A,654000.0,1,50000,2000000.0,20,26469.0,27558.0,9714.0,17844.0
CLM-01020,2020,general_liability,B,1096000.0,0,25000,5000000.0,48,37743.0,38007.0,37041.0,966.0
